"","Ring_Inschrift","Fundtyp","Artbezeichnung deutsch","Ortsbezeichnung","Datum","Beobachter","Altersdefinition","Bemerkung","Geschlecht","date","year","month","day","Gewicht_num_min","Fluegellaenge_num_min","Teilfederlaenge_num_min"
"142","5X2928","Beringung","Schwanzmeise","Rietzer See","17.09.2011 11:00:00","Binder, Henrik","Adult","FETT= 1; MAUSER= 1; KGM","männlich",2011-09-17,2011,9,17,8.8,69,49
"143","VD70174","Beringung","Teichrohrsänger","Rietzer See","16.07.2005 07:00:00","Binder, Henrik","Adult","FETT=;0;MAUSER=;1;EINKERBUNG;","unbekannt",2005-07-16,2005,7,16,11.2,67,51
"144","VD70177","Beringung","Teichrohrsänger","Rietzer See","16.07.2005 07:00:00","Binder, Henrik","Adult","FETT=;0;MAUSER=;1;EINKERBUNG;","unbekannt",2005-07-16,2005,7,16,12.5,68,51.5
"145","VD70183","Beringung","Teichrohrsänger","Rietzer See","16.07.2005 10:00:00","Binder, Henrik","Adult","FETT=;/;MAUSER=;1;EINKERBUNG;","männlich",2005-07-16,2005,7,16,12.5,66,52
"146","VE93878","Beringung","Teichrohrsänger","Rietzer See","11.07.2009 07:00:00","Binder, Henrik","Adult","FETT= 0; MAUSER=/","weiblich",2009-07-11,2009,7,11,13.5,66,50
"147","VF52952","Wiederfund","Blaumeise","Rietzer See","27.12.2013 12:00:00","Binder, Henrik","Adult","Fett= 1","männlich",2013-12-27,2013,12,27,11,66,50
"148","VC99329","Beringung","Teichrohrsänger","Rietzer See","13.07.2007 18:00:00","Binder, Henrik","Adult","FETT=;/;MAUSER=;1;EINK.;HS2=;13","weiblich",2007-07-13,2007,7,13,10.9,66,50
"149","VF52835","Wiederfund","Teichrohrsänger","Rietzer See","24.05.2015 06:00:00","Binder, Henrik","Adult","Fett= 2","männlich",2015-05-24,2015,5,24,11.2,67,51
"150","VE93879","Beringung","Teichrohrsänger","Rietzer See","11.07.2009 08:00:00","Binder, Henrik","Adult","FETT= 1; MAUSER=/; E= 11,5","weiblich",2009-07-11,2009,7,11,15,66.5,50
"151","VF52965","Beringung","Teichrohrsänger","Rietzer See","13.07.2013 09:00:00","Binder, Henrik","Adult","FETT= 2; MAUSER= 1; E= 12,5","weiblich",2013-07-13,2013,7,13,11.7,67,50
"152","VF52702","Beringung","Teichrohrsänger","Rietzer See","29.04.2011 19:00:00","Binder, Henrik","Adult","FETT= 1; MAUSER= 1; E= 12,0","männlich",2011-04-29,2011,4,29,12.2,67,50
"153","VF52985","Beringung","Teichrohrsänger","Rietzer See","27.07.2013 08:00:00","Binder, Henrik","Adult","FETT= 1; MAUSER= 1; E= 13,0; KGM","weiblich",2013-07-27,2013,7,27,11.3,67,50
"154","VC99328","Wiederfund","Teichrohrsänger","Rietzer See","11.07.2009 06:00:00","Binder, Henrik","Adult","Fett=1","männlich",2009-07-11,2009,7,11,11.2,67,50
"155","VE93868","Beringung","Teichrohrsänger","Rietzer See","10.07.2009 19:00:00","Binder, Henrik","Adult","FETT= 1; MAUSER=/; E= 12,0; KGM","männlich",2009-07-10,2009,7,10,12.8,67,50
"156","VE93869","Beringung","Teichrohrsänger","Rietzer See","10.07.2009 19:00:00","Binder, Henrik","Adult","FETT= 1; MAUSER=/; E= 12,0; KGM","männlich",2009-07-10,2009,7,10,12.5,67,50
"157","VE93880","Beringung","Teichrohrsänger","Rietzer See","11.07.2009 10:00:00","Binder, Henrik","Adult","FETT= 0; MAUSER=/; E= 14,0","männlich",2009-07-11,2009,7,11,11.1,67,50
"158","VF52836","Wiederfund","Teichrohrsänger","Rietzer See","18.05.2013 17:00:00","Binder, Henrik","Adult","Fett= 2","weiblich",2013-05-18,2013,5,18,12.8,67,50
"159","VF52837","Beringung","Teichrohrsänger","Rietzer See","27.05.2012 19:00:00","Binder, Henrik","Adult","FETT= 4; MAUSER= 1; E= 12,0","weiblich",2012-05-27,2012,5,27,12.9,68,50
"160","VF52961","Beringung","Sumpfrohrsänger","Rietzer See","13.07.2013 06:00:00","Binder, Henrik","Adult","FETT= 1; MAUSER= 1; E= 10,0","männlich",2013-07-13,2013,7,13,11.9,68,50
"161","VF52845","Beringung","Rohrschwirl","Rietzer See","28.05.2012 07:00:00","Binder, Henrik","Adult","FETT= 2; MAUSER= 1","weiblich",2012-05-28,2012,5,28,16.3,69,50
"162","VF52956","Beringung","Teichrohrsänger","Rietzer See","12.07.2013 20:00:00","Binder, Henrik","Adult","FETT= 1; MAUSER= 1; E= 13,0","männlich",2013-07-12,2013,7,12,12.6,69,50
"163","VF52835","Wiederfund","Teichrohrsänger","Rietzer See","28.06.2015 09:00:00","Binder, Henrik","Adult","Fett= 2","männlich",2015-06-28,2015,6,28,11.2,67,51
"164","VC99328","Wiederfund","Teichrohrsänger","Rietzer See","10.07.2009 18:00:00","Binder, Henrik","Adult","Fett=1","männlich",2009-07-10,2009,7,10,11.2,67,50
"165","VD75806","Wiederfund","Teichrohrsänger","Rietzer See","15.07.2005 18:00:00","Binder, Henrik","Adult",NA,"unbekannt",2005-07-15,2005,7,15,11.5,66,4.8
"166","VF52952","Wiederfund","Blaumeise","Rietzer See","14.02.2014 17:00:00","Binder, Henrik","Adult","Fett= 1","männlich",2014-02-14,2014,2,14,11,66,50
"167","VC99328","Wiederfund","Teichrohrsänger","Rietzer See","11.07.2009 22:00:00","Binder, Henrik","Adult","Fett=2","männlich",2009-07-11,2009,7,11,11.2,67,50
"168","VF52831","Wiederfund","Teichrohrsänger","Rietzer See","18.05.2013 17:00:00","Binder, Henrik","Adult","Fett= 2","männlich",2013-05-18,2013,5,18,10.9,67,51
"169","VF52951","Wiederfund","Blaumeise","Rietzer See","15.09.2013 14:00:00","Binder, Henrik","Adult","Fett= 1","weiblich",2013-09-15,2013,9,15,11.1,67,50
"170","VD76006","Wiederfund","Teichrohrsänger","Rietzer See","16.07.2005 00:00:00","Binder, Henrik","Adult",NA,"unbekannt",2005-07-16,2005,7,16,11,67,5.3
"171","VF52844","Wiederfund","Teichrohrsänger","Rietzer See","18.05.2013 09:00:00","Binder, Henrik","Adult","Fett= 2","männlich",2013-05-18,2013,5,18,12.7,67.5,51
"172","VE93867","Beringung","Teichrohrsänger","Rietzer See","10.07.2009 18:00:00","Binder, Henrik","Adult","FETT= 1; MAUSER=/; E= 11,0; KGM","männlich",2009-07-10,2009,7,10,12.5,68,51
"173","VD70083","Beringung","Teichrohrsänger","Rietzer See","16.07.2004 20:00:00","Binder, Henrik","Adult","FETT=;2;MAUSER=;1;EINK.;HS2=;12,5","männlich",2004-07-16,2004,7,16,13.3,68,51
"174","VF52833","Beringung","Teichrohrsänger","Rietzer See","27.05.2012 11:00:00","Binder, Henrik","Adult","FETT= 2; MAUSER= 1; E= 13,0","männlich",2012-05-27,2012,5,27,11.8,68,51
"175","VC99332","Beringung","Teichrohrsänger","Rietzer See","13.07.2007 19:00:00","Binder, Henrik","Adult","FETT=;3;MAUSER=;1;EINK.;HS2=;12;KGM","männlich",2007-07-13,2007,7,13,13,68,51
"176","VF52950","Wiederfund","Teichrohrsänger","Rietzer See","07.07.2014 14:00:00","Binder, Henrik","Adult","Fett= 2","weiblich",2014-07-07,2014,7,7,12.2,68,51
"177","VF52836","Beringung","Teichrohrsänger","Rietzer See","27.05.2012 18:00:00","Binder, Henrik","Adult","FETT= 3; MAUSER= 1; E= 12,0","weiblich",2012-05-27,2012,5,27,12.8,67,50
"178","VF52831","Beringung","Teichrohrsänger","Rietzer See","27.05.2012 11:00:00","Binder, Henrik","Adult","FETT= 3; MAUSER= 1; E= 12,0","männlich",2012-05-27,2012,5,27,10.9,67,51
"179","PB81374","Beringung","Feldsperling","Rietzer See","16.07.2004 20:00:00","Binder, Henrik","Adult","FETT=;1;MAUSER=;1;HS;1-9;ALT","unbekannt",2004-07-16,2004,7,16,20.7,69,51
"180","VF52841","Beringung","Teichrohrsänger","Rietzer See","27.05.2012 19:00:00","Binder, Henrik","Adult","FETT= 4; MAUSER= 1; E= 13,0","weiblich",2012-05-27,2012,5,27,13.6,69,51
"181","VF52848","Beringung","Teichrohrsänger","Rietzer See","28.05.2012 08:00:00","Binder, Henrik","Adult","FETT= 2; MAUSER= 1; E= 13,0","männlich",2012-05-28,2012,5,28,12.4,69,51
"182","VF52835","Beringung","Teichrohrsänger","Rietzer See","27.05.2012 17:00:00","Binder, Henrik","Adult","FETT= 3; MAUSER= 1; E= 13,0","männlich",2012-05-27,2012,5,27,11.2,67,51
"183","VD70096","Beringung","Teichrohrsänger","Rietzer See","17.07.2004 05:00:00","Binder, Henrik","Adult","FETT=;1;MAUSER=;1;EINK.;HS2=;12,5","unbekannt",2004-07-17,2004,7,17,11.3,69,51
"184","VC99326","Beringung","Teichrohrsänger","Rietzer See","13.07.2007 17:00:00","Binder, Henrik","Adult","FETT=3;MAUSER=1;EINK.;HS2=;13","weiblich",2007-07-13,2007,7,13,13,67,51.5
"185","VF52835","Wiederfund","Teichrohrsänger","Rietzer See","18.05.2013 17:00:00","Binder, Henrik","Adult","Fett= 2","männlich",2013-05-18,2013,5,18,11.2,67,51
"186","VF52835","Wiederfund","Teichrohrsänger","Rietzer See","14.06.2014 15:00:00","Binder, Henrik","Adult","Fett= 2","männlich",2014-06-14,2014,6,14,11.2,67,51
"187","VF52952","Wiederfund","Blaumeise","Rietzer See","14.03.2015 10:00:00","Binder, Henrik","Adult","Fett= 1","männlich",2015-03-14,2015,3,14,11,66,50
"188","VD76232","Wiederfund","Teichrohrsänger","Rietzer See","15.07.2005 00:00:00","Binder, Henrik","Adult",NA,"weiblich",2005-07-15,2005,7,15,13,65,4.8
"189","VF52834","Beringung","Teichrohrsänger","Rietzer See","27.05.2012 17:00:00","Binder, Henrik","Adult","FETT= 1; MAUSER= 1; E= 12,0","männlich",2012-05-27,2012,5,27,12.3,69,52
"190","XP5307","Beringung","Fitis","Rietzer See","25.04.2003 19:00:00","Binder, Henrik","Adult","FETT:2;MAUSER:1","unbekannt",2003-04-25,2003,4,25,9.7,69,52
"191","VF52704","Beringung","Teichrohrsänger","Rietzer See","30.04.2011 06:00:00","Binder, Henrik","Adult","FETT= 2; MAUSER= 1; E= 12,0","männlich",2011-04-30,2011,4,30,11.5,69,52
"192","ZC55590","Wiederfund","Teichrohrsänger","Rietzer See","13.07.2007 21:00:00","Binder, Henrik","Adult",NA,"männlich",2007-07-13,2007,7,13,12,67,51
"193","VC99352","Beringung","Teichrohrsänger","Rietzer See","14.07.2007 09:00:00","Binder, Henrik","Adult","FETT=;2;MAUSER=;1;EINK.;HS2=;12,5","männlich",2007-07-14,2007,7,14,11.9,69,52
"194","VE47497","Beringung","Teichrohrsänger","Rietzer See","26.04.2008 07:00:00","Binder, Henrik","Adult","F=;1;M=;1;E=;12,0","männlich",2008-04-26,2008,4,26,11.6,69,52
"195","VC99330","Beringung","Teichrohrsänger","Rietzer See","13.07.2007 18:00:00","Binder, Henrik","Adult","FETT=;2;MAUSER=;1;EINK.;HS2=;13","männlich",2007-07-13,2007,7,13,11,69,52
"196","VE93866","Beringung","Teichrohrsänger","Rietzer See","10.07.2009 18:00:00","Binder, Henrik","Adult","FETT= 1; MAUSER=/; E= 12,0","weiblich",2009-07-10,2009,7,10,14,69,52
"197","ZC78007","Wiederfund","Teichrohrsänger","Rietzer See","13.07.2007 19:00:00","Binder, Henrik","Adult",NA,"männlich",2007-07-13,2007,7,13,10.9,69,5.2
"198","PA63283","Beringung","Feldsperling","Rietzer See","13.07.2007 17:00:00","Binder, Henrik","Adult","FETT=;/;MAUSER=;1","weiblich",2007-07-13,2007,7,13,23,69,52
"199","PC69058","Beringung","Feldsperling","Rietzer See","17.09.2011 09:00:00","Binder, Henrik","Adult","FETT= 0; MAUSER= 2; HS 1-2; KGM","männlich",2011-09-17,2011,9,17,20.3,70,52
"200","VF52844","Beringung","Teichrohrsänger","Rietzer See","28.05.2012 06:00:00","Binder, Henrik","Adult","FETT= 1; MAUSER= 1; E= 12,0","männlich",2012-05-28,2012,5,28,12.7,67.5,51
"201","VE93873","Beringung","Teichrohrsänger","Rietzer See","10.07.2009 20:00:00","Binder, Henrik","Adult","FETT= 1; MAUSER=/; E= 13,0","männlich",2009-07-10,2009,7,10,13.8,70,52
"202","VD70149","Beringung","Sumpfrohrsänger","Rietzer See","15.07.2005 21:00:00","Binder, Henrik","Adult","FETT=;1;MAUSER=;1;EINKERBUNG;","weiblich",2005-07-15,2005,7,15,13.5,70,52
"203","PB6415","Beringung","Feldsperling","Rietzer See","29.09.2006 19:00:00","Binder, Henrik","Adult","FETT= /;MAUSER= 3","unbekannt",2006-09-29,2006,9,29,23.5,70,52
"204","PC36561","Beringung","Feldsperling","Rietzer See","28.09.2007 17:00:00","Binder, Henrik","Adult","FETT=3;MAUSER=1","unbekannt",2007-09-28,2007,9,28,24.2,70,52
"205","PC62094","Beringung","Rohrammer","Rietzer See","29.04.2011 20:00:00","Binder, Henrik","Adult","FETT= 2; MAUSER= 1","weiblich",2011-04-29,2011,4,29,19.2,69,52
"206","ZC55591","Wiederfund","Teichrohrsänger","Rietzer See","13.07.2007 19:00:00","Binder, Henrik","Adult",NA,"männlich",2007-07-13,2007,7,13,11.2,68,51
"207","VC99331","Beringung","Teichrohrsänger","Rietzer See","13.07.2007 18:00:00","Binder, Henrik","Adult","FETT=;4;MAUSER=;1;EINK.;HS2=;13;KGM","männlich",2007-07-13,2007,7,13,13.5,69,52.5
"208","VD70072","Wiederfund","Rohrschwirl","Rietzer See","16.07.2005 10:00:00","Binder, Henrik","Adult","EWF:1900","weiblich",2005-07-16,2005,7,16,15.1,70,52
"209","VF52832","Wiederfund","Teichrohrsänger","Rietzer See","14.06.2014 22:00:00","Binder, Henrik","Adult","Fett= 2","männlich",2014-06-14,2014,6,14,11.7,69,53
"210","VD70156","Beringung","Sumpfrohrsänger","Rietzer See","15.07.2005 21:00:00","Binder, Henrik","Adult","FETT=;2;MAUSER=;1;KGM;EINK.;H","unbekannt",2005-07-15,2005,7,15,12.5,69,53
"211","VF52838","Beringung","Teichrohrsänger","Rietzer See","27.05.2012 19:00:00","Binder, Henrik","Adult","FETT= 4; MAUSER= 1; E= 12,0","weiblich",2012-05-27,2012,5,27,NA,69,53
"212","VC99294","Beringung","Teichrohrsänger","Rietzer See","28.04.2007 10:00:00","Binder, Henrik","Adult","FETT=1;MAUSER=1","unbekannt",2007-04-28,2007,4,28,11,69,53
"213","VF52832","Wiederfund","Teichrohrsänger","Rietzer See","13.06.2014 16:00:00","Binder, Henrik","Adult","Fett= 2","männlich",2014-06-13,2014,6,13,11.7,69,53
"214","VC99347","Beringung","Sumpfrohrsänger","Rietzer See","14.07.2007 07:00:00","Binder, Henrik","Adult","FETT=;/;MAUSER=;1;EINK.;HS2=;9,5","männlich",2007-07-14,2007,7,14,11.1,70,53
"215","VD70172","Beringung","Sumpfrohrsänger","Rietzer See","16.07.2005 07:00:00","Binder, Henrik","Adult","FETT=;0;MAUSER=;1;EINKERBUNG;","männlich",2005-07-16,2005,7,16,12.5,70,53
"216","VF52842","Beringung","Teichrohrsänger","Rietzer See","27.05.2012 19:00:00","Binder, Henrik","Adult","FETT= 3; MAUSER= 1; E= 14,0","männlich",2012-05-27,2012,5,27,NA,70,53
"217","VD70179","Beringung","Sumpfrohrsänger","Rietzer See","16.07.2005 08:00:00","Binder, Henrik","Adult","FETT=;/;MAUSER=;1;EINKERBUNG;","männlich",2005-07-16,2005,7,16,12,70,53
"218","VF52832","Beringung","Teichrohrsänger","Rietzer See","27.05.2012 11:00:00","Binder, Henrik","Adult","FETT= 3; MAUSER= 1; E= 13,0","männlich",2012-05-27,2012,5,27,11.7,69,53
"219","VF52949","Beringung","Sumpfrohrsänger","Rietzer See","12.07.2013 17:00:00","Binder, Henrik","Adult","FETT= 2; MAUSER= 1; E= 11,0","weiblich",2013-07-12,2013,7,12,11.8,71,53
"220","PB81373","Beringung","Rohrammer","Rietzer See","16.07.2004 20:00:00","Binder, Henrik","Adult","FETT=;1;MAUSER=;1;BRUTFLECK","weiblich",2004-07-16,2004,7,16,19.3,71,53
"221","VD70077","Beringung","Sumpfrohrsänger","Rietzer See","16.07.2004 18:00:00","Binder, Henrik","Adult","FETT=;3;MAUSER=;1;EINK.;HS2=;9,5;INNFU.=;25,0;BRUTFLECK","weiblich",2004-07-16,2004,7,16,14.8,71,53
"222","VE93875","Beringung","Teichrohrsänger","Rietzer See","10.07.2009 21:00:00","Binder, Henrik","Adult","FETT= 0; MAUSER=/","männlich",2009-07-10,2009,7,10,13.5,71.5,53
"223","VF52923","Beringung","Blaumeise","Rietzer See","16.09.2012 10:00:00","Binder, Henrik","Adult","FETT=1; MAUSER=1; KGM","männlich",2012-09-16,2012,9,16,11.8,72,53
"224","VF52840","Beringung","Teichrohrsänger","Rietzer See","27.05.2012 19:00:00","Binder, Henrik","Adult","FETT= 3; MAUSER= 1; E= 13,0","männlich",2012-05-27,2012,5,27,12,72,53
"225","VF52703","Beringung","Rohrschwirl","Rietzer See","30.04.2011 06:00:00","Binder, Henrik","Adult","FETT= 1; MAUSER= 1","unbekannt",2011-04-30,2011,4,30,16.2,74,53
"226","VD70147","Beringung","Sumpfrohrsänger","Rietzer See","15.07.2005 20:00:00","Binder, Henrik","Adult","FETT=;1;MAUSER=;1;EINKERBUNG;","unbekannt",2005-07-15,2005,7,15,12.8,70,53.5
"227","XP5308","Beringung","Fitis","Rietzer See","26.04.2003 08:00:00","Binder, Henrik","Adult","FETT:2;MAUSER:1","unbekannt",2003-04-26,2003,4,26,9.4,71,53.5
"228","VF52958","Wiederfund","Teichrohrsänger","Rietzer See","07.07.2014 17:00:00","Binder, Henrik","Adult","Fett=2","männlich",2014-07-07,2014,7,7,11.4,69,54
"229","VF52958","Wiederfund","Teichrohrsänger","Rietzer See","10.07.2014 07:00:00","Binder, Henrik","Adult","Fett=2","männlich",2014-07-10,2014,7,10,11.4,69,54
"230","VF52958","Wiederfund","Teichrohrsänger","Rietzer See","15.06.2014 08:00:00","Binder, Henrik","Adult","Fett=2","männlich",2014-06-15,2014,6,15,11.4,69,54
"231","5X2949","Beringung","Fitis","Rietzer See","27.04.2012 18:00:00","Binder, Henrik","Adult","FETT= 2; MAUSER= 1","männlich",2012-04-27,2012,4,27,9.9,71,54
"232","PB81429","Beringung","Rohrammer","Rietzer See","24.09.2005 07:00:00","Binder, Henrik","Adult","FETT=;2;MAUSER=;1","weiblich",2005-09-24,2005,9,24,16.5,72,54
"233","PC93111","Beringung","Rohrammer","Rietzer See","12.07.2013 20:00:00","Binder, Henrik","Adult","FETT= 1; MAUSER= 1","weiblich",2013-07-12,2013,7,12,17.5,76,54
"234","PB6416","Beringung","Feldsperling","Rietzer See","29.09.2006 19:00:00","Binder, Henrik","Adult","FETT= /;MAUSER= 3","unbekannt",2006-09-29,2006,9,29,22.9,71,54.5
"235","VC99293","Beringung","Teichrohrsänger","Rietzer See","28.04.2007 06:00:00","Binder, Henrik","Adult","FETT=1;MAUSER=1;EINK.;HS;2=;13,0","unbekannt",2007-04-28,2007,4,28,11.3,71,54.5
"236","PB81330","Beringung","Rohrammer","Rietzer See","25.04.2003 18:00:00","Binder, Henrik","Adult","FETT:3;MAUSER:1;KGM","männlich",2003-04-25,2003,4,25,16.7,73,54.5
"237","VF52846","Beringung","Teichrohrsänger","Rietzer See","28.05.2012 08:00:00","Binder, Henrik","Adult","FETT= 1; MAUSER= 1; E= 12,5","männlich",2012-05-28,2012,5,28,12,70,55
"238","VF52986","Beringung","Sumpfrohrsänger","Rietzer See","27.07.2013 08:00:00","Binder, Henrik","Adult","FETT= 2; MAUSER= 1; E= 10,0; KGM","männlich",2013-07-27,2013,7,27,13.4,72,55
"239","PC62097","Beringung","Rohrammer","Rietzer See","30.04.2011 06:00:00","Binder, Henrik","Adult","FETT= 4; MAUSER= 1","weiblich",2011-04-30,2011,4,30,18.7,72,55
"240","VD70154","Beringung","Sumpfrohrsänger","Rietzer See","15.07.2005 21:00:00","Binder, Henrik","Adult","FETT=;1;MAUSER=;1;EINKERBUNG;","weiblich",2005-07-15,2005,7,15,13.1,72,55
"241","PC93116","Wiederfund","Rohrammer","Rietzer See","27.06.2015 05:00:00","Binder, Henrik","Adult","Fett=1","weiblich",2015-06-27,2015,6,27,15.8,74,55
"242","PC36559","Beringung","Feldsperling","Rietzer See","28.09.2007 17:00:00","Binder, Henrik","Adult","FETT=3;MAUSER=1","unbekannt",2007-09-28,2007,9,28,26.6,74,55
"243","PC36647","Beringung","Rohrammer","Rietzer See","26.09.2008 17:00:00","Binder, Henrik","Adult","FETT=;1;MAUSER=;1","weiblich",2008-09-26,2008,9,26,20.2,74,55
"244","PB81476","Beringung","Rohrammer","Rietzer See","24.09.2005 09:00:00","Binder, Henrik","Adult","FETT=;1;MAUSER=;1","weiblich",2005-09-24,2005,9,24,16.5,74,55
"245","PC57298","Beringung","Rohrammer","Rietzer See","10.07.2009 21:00:00","Binder, Henrik","Adult","FETT= 2; MAUSER= 2; SCHIEBT HS 8","weiblich",2009-07-10,2009,7,10,19,74,55
"246","PC62093","Beringung","Rohrammer","Rietzer See","29.04.2011 20:00:00","Binder, Henrik","Adult","FETT= 3; MAUSER= 1","weiblich",2011-04-29,2011,4,29,19.3,74,55
"247","PC36562","Beringung","Feldsperling","Rietzer See","28.09.2007 17:00:00","Binder, Henrik","Adult","FETT=4;MAUSER=2;SCHIEBT;HS;1-2;KGM","unbekannt",2007-09-28,2007,9,28,24.9,75,55
"248","PC62091","Beringung","Rohrammer","Rietzer See","29.04.2011 20:00:00","Binder, Henrik","Adult","FETT= 4; MAUSER= 1","weiblich",2011-04-29,2011,4,29,20.2,75,55
"249","VF52827","Beringung","Dorngrasmücke","Rietzer See","27.04.2012 20:00:00","Binder, Henrik","Adult","FETT= 0; MAUSER= 1","männlich",2012-04-27,2012,4,27,16.1,75,55
"250","PC36504","Beringung","Rohrammer","Rietzer See","13.07.2007 22:00:00","Binder, Henrik","Adult","FETT=;/;MAUSER=;1","weiblich",2007-07-13,2007,7,13,21.5,76,55
"251","VF52958","Beringung","Teichrohrsänger","Rietzer See","12.07.2013 21:00:00","Binder, Henrik","Adult","FETT= /; MAUSER= 1; E= 13,0","männlich",2013-07-12,2013,7,12,11.4,69,54
"252","PB81433","Beringung","Rohrammer","Rietzer See","24.09.2005 07:00:00","Binder, Henrik","Adult","FETT=;2;MAUSER=;1","weiblich",2005-09-24,2005,9,24,16.1,73,55.5
"253","PB81446","Beringung","Rohrammer","Rietzer See","24.09.2005 08:00:00","Binder, Henrik","Adult","FETT=;2;MAUSER=;1","weiblich",2005-09-24,2005,9,24,16,73,55.5
"254","PB81454","Beringung","Rohrammer","Rietzer See","24.09.2005 08:00:00","Binder, Henrik","Adult","FETT=;2;MAUSER=;1","weiblich",2005-09-24,2005,9,24,17,73,55.5
"255","PB81473","Beringung","Rohrammer","Rietzer See","24.09.2005 09:00:00","Binder, Henrik","Adult","FETT=;0;MAUSER=;1;KGM","weiblich",2005-09-24,2005,9,24,NA,74,55.5
"256","PC62084","Beringung","Rohrammer","Rietzer See","29.04.2011 19:00:00","Binder, Henrik","Adult","FETT= 4; MAUSER= 1","weiblich",2011-04-29,2011,4,29,21.3,75,55.5
"257","PC93108","Wiederfund","Kohlmeise","Rietzer See","14.06.2014 09:00:00","Binder, Henrik","Adult","Fett= 1","weiblich",2014-06-14,2014,6,14,15.9,72,56
"258","PC69052","Wiederfund","Rohrammer","Rietzer See","28.05.2012 08:00:00","Binder, Henrik","Adult","Fett= 0","weiblich",2012-05-28,2012,5,28,17.6,73,56
"259","VD70107","Beringung","Sumpfrohrsänger","Rietzer See","17.07.2004 07:00:00","Binder, Henrik","Adult","FETT=;1;MAUSER=;1;EINK.;HS2=;10,0;KGM","männlich",2004-07-17,2004,7,17,12.5,73,56
"260","PC93108","Wiederfund","Kohlmeise","Rietzer See","27.12.2013 14:00:00","Binder, Henrik","Adult","Fett= 1","weiblich",2013-12-27,2013,12,27,15.9,72,56
"261","PB81486","Beringung","Rohrammer","Rietzer See","24.09.2005 11:00:00","Binder, Henrik","Adult","FETT=;1;MAUSER=;1;VORZEITIG;E","weiblich",2005-09-24,2005,9,24,NA,73,56
"262","PC93108","Wiederfund","Kohlmeise","Rietzer See","28.12.2013 08:00:00","Binder, Henrik","Adult",NA,"weiblich",2013-12-28,2013,12,28,15.9,72,56
"263","PB81431","Beringung","Rohrammer","Rietzer See","24.09.2005 07:00:00","Binder, Henrik","Adult","FETT=;1;MAUSER=;1","weiblich",2005-09-24,2005,9,24,18.3,74,56
"264","PB6482","Beringung","Rohrammer","Rietzer See","01.10.2006 11:00:00","Binder, Henrik","Adult","FETT,MAUSER= 3,3","weiblich",2006-10-01,2006,10,1,19.2,74,56
"265","PB81443","Beringung","Rohrammer","Rietzer See","24.09.2005 08:00:00","Binder, Henrik","Adult","FETT=;1;MAUSER=;1","weiblich",2005-09-24,2005,9,24,17.9,74,56
