"","Ring_Inschrift","Fundtyp","Artbezeichnung deutsch","Ortsbezeichnung","Datum","Beobachter","Altersdefinition","Bemerkung","Geschlecht","date","year","month","day","Gewicht_num_min","Fluegellaenge_num_min","Teilfederlaenge_num_min"
"17785","VC41018","Beringung","Teichrohrsänger","Rietzer See","10.08.2000 11:00:00","Sohns, Gertfred","Adult","F:69;FETT:3","männlich",2000-08-10,2000,8,10,13.5,69,NA
"17786","ZA5485","Beringung","Teichrohrsänger","Rietzer See","05.07.2013 10:00:00","Sohns, Gertfred","Adult","FETT:0","männlich",2013-07-05,2013,7,5,11,66,NA
"17787","VE28944","Beringung","Schilfrohrsänger","Rietzer See","23.04.2010 18:00:00","Sohns, Gertfred","Adult","FETT:3","männlich",2010-04-23,2010,4,23,11.7,67,50
"17788","VG55460","Beringung","Teichrohrsänger","Rietzer See","28.06.2016 08:00:00","Sohns, Gertfred","Adult","FETT:0","männlich",2016-06-28,2016,6,28,16,66,NA
"17789","VC40705","Beringung","Teichrohrsänger","Rietzer See","25.06.2002 11:00:00","Sohns, Gertfred","Adult","F:66;FETT:2","weiblich",2002-06-25,2002,6,25,12,66,NA
"17790","VC40703","Beringung","Teichrohrsänger","Rietzer See","25.06.2002 10:00:00","Sohns, Gertfred","Adult","F:66;FETT:3","weiblich",2002-06-25,2002,6,25,11,66,NA
"17791","VE28863","Beringung","Schilfrohrsänger","Rietzer See","16.07.2011 08:00:00","Sohns, Gertfred","Adult","FETT:1","unbekannt",2011-07-16,2011,7,16,13.5,67,NA
"17792","VA88463","Beringung","Teichrohrsänger","Rietzer See","03.08.2000 09:00:00","Sohns, Gertfred","Adult","F:66;FETT:4","männlich",2000-08-03,2000,8,3,12,66,NA
"17793","VC40702","Beringung","Teichrohrsänger","Rietzer See","25.06.2002 10:00:00","Sohns, Gertfred","Adult","F:66;FETT:1","männlich",2002-06-25,2002,6,25,11.5,66,4.9
"17794","VE28973","Beringung","Schilfrohrsänger","Rietzer See","05.07.2013 10:00:00","Sohns, Gertfred","Adult","FETT:0","männlich",2013-07-05,2013,7,5,10,65,NA
"17795","ZA5483","Beringung","Schilfrohrsänger","Rietzer See","05.07.2013 10:00:00","Sohns, Gertfred","Adult",NA,"männlich",2013-07-05,2013,7,5,11,66,NA
"17796","VG55470","Beringung","Teichrohrsänger","Rietzer See","28.06.2016 10:00:00","Sohns, Gertfred","Adult","FETT:2","weiblich",2016-06-28,2016,6,28,12,66,NA
"17797","VE28980","Beringung","Schilfrohrsänger","Rietzer See","13.07.2013 07:00:00","Sohns, Gertfred","Adult",NA,"männlich",2013-07-13,2013,7,13,11,68,NA
"17798","VE28983","Beringung","Schilfrohrsänger","Rietzer See","13.07.2013 10:00:00","Sohns, Gertfred","Adult",NA,"männlich",2013-07-13,2013,7,13,11.5,67,NA
"17799","VC40749","Beringung","Teichrohrsänger","Rietzer See","17.07.2004 08:00:00","Sohns, Gertfred","Adult","F:67;FETT:2","weiblich",2004-07-17,2004,7,17,12,67,NA
"17800","VC40762","Beringung","Teichrohrsänger","Rietzer See","17.07.2004 17:00:00","Sohns, Gertfred","Adult","F:67;FETT:3","männlich",2004-07-17,2004,7,17,13,67,NA
"17801","VG49165","Beringung","Schilfrohrsänger","Rietzer See","17.06.2015 09:00:00","Sohns, Gertfred","Adult","FETT:2","weiblich",2015-06-17,2015,6,17,10.5,66,NA
"17802","VG49169","Beringung","Schilfrohrsänger","Rietzer See","15.07.2015 09:00:00","Sohns, Gertfred","Adult","FETT:1","männlich",2015-07-15,2015,7,15,11,70,NA
"17803","VG49170","Beringung","Schilfrohrsänger","Rietzer See","15.07.2015 09:00:00","Sohns, Gertfred","Adult","FETT:0","weiblich",2015-07-15,2015,7,15,10.5,56,NA
"17804","VG49171","Beringung","Schilfrohrsänger","Rietzer See","21.07.2015 09:00:00","Sohns, Gertfred","Adult","FETT:0","männlich",2015-07-21,2015,7,21,12,68,NA
"17805","VB82898","Beringung","Teichrohrsänger","Rietzer See","27.07.2000 11:00:00","Sohns, Gertfred","Adult","F:67;FETT:1","weiblich",2000-07-27,2000,7,27,11.5,67,NA
"17806","VG55461","Beringung","Schilfrohrsänger","Rietzer See","28.06.2016 08:00:00","Sohns, Gertfred","Adult","FETT:0;KM:1","männlich",2016-06-28,2016,6,28,10.5,65,NA
"17807","VA88475","Beringung","Teichrohrsänger","Rietzer See","03.08.2000 12:00:00","Sohns, Gertfred","Adult","F:67;FETT:5","weiblich",2000-08-03,2000,8,3,14,67,NA
"17808","VG55464","Beringung","Schilfrohrsänger","Rietzer See","28.06.2016 09:00:00","Sohns, Gertfred","Adult","FETT:3","weiblich",2016-06-28,2016,6,28,12,63,NA
"17809","VG55468","Beringung","Schilfrohrsänger","Rietzer See","28.06.2016 10:00:00","Sohns, Gertfred","Adult","FETT:0","männlich",2016-06-28,2016,6,28,12,67,NA
"17810","VG55482","Beringung","Schilfrohrsänger","Rietzer See","16.07.2016 07:00:00","Sohns, Gertfred","Adult","FETT:3;BEINE VERKRUSTET","männlich",2016-07-16,2016,7,16,11.5,69,NA
"17811","VB82897","Beringung","Teichrohrsänger","Rietzer See","27.07.2000 11:00:00","Sohns, Gertfred","Adult","F:67;FETT:1","unbekannt",2000-07-27,2000,7,27,13,67,NA
"17812","VC40721","Beringung","Teichrohrsänger","Rietzer See","26.06.2002 20:00:00","Sohns, Gertfred","Adult","F:67;FETT:0","männlich",2002-06-26,2002,6,26,12,67,4.9
"17813","VB82895","Beringung","Teichrohrsänger","Rietzer See","27.07.2000 10:00:00","Sohns, Gertfred","Adult","F:67;FETT:2","männlich",2000-07-27,2000,7,27,13,67,NA
"17814","VC40723","Beringung","Teichrohrsänger","Rietzer See","26.06.2002 20:00:00","Sohns, Gertfred","Adult","F:67;FETT:0","männlich",2002-06-26,2002,6,26,12,67,NA
"17815","VC40736","Beringung","Teichrohrsänger","Rietzer See","28.06.2002 16:00:00","Sohns, Gertfred","Adult","F:67;FETT:0","männlich",2002-06-28,2002,6,28,12,67,NA
"17816","VE28936","Beringung","Teichrohrsänger","Rietzer See","10.07.2009 18:00:00","Sohns, Gertfred","Adult",NA,"weiblich",2009-07-10,2009,7,10,11.8,65,48.5
"17817","VE28943","Beringung","Teichrohrsänger","Rietzer See","11.07.2009 11:00:00","Sohns, Gertfred","Adult","FETT:0","männlich",2009-07-11,2009,7,11,12,66,49
"17818","VE28809","Beringung","Klappergrasmücke","Rietzer See","09.07.2010 20:00:00","Sohns, Gertfred","Adult",NA,"männlich",2010-07-09,2010,7,9,13.5,67,NA
"17819","VB82883","Beringung","Rohrschwirl","Rietzer See","22.07.2000 09:00:00","Sohns, Gertfred","Adult","F:67;FETT:0;GEW:125","unbekannt",2000-07-22,2000,7,22,NA,67,NA
"17820","VC40729","Beringung","Teichrohrsänger","Rietzer See","27.06.2002 09:00:00","Sohns, Gertfred","Adult","F:67;FETT:1","männlich",2002-06-27,2002,6,27,11,67,NA
"17821","VE28805","Beringung","Teichrohrsänger","Rietzer See","09.07.2010 19:00:00","Sohns, Gertfred","Adult",NA,"männlich",2010-07-09,2010,7,9,12.5,70,NA
"17822","VE28806","Beringung","Teichrohrsänger","Rietzer See","09.07.2010 19:00:00","Sohns, Gertfred","Adult",NA,"weiblich",2010-07-09,2010,7,9,13,68,NA
"17823","VE28807","Beringung","Teichrohrsänger","Rietzer See","09.07.2010 19:00:00","Sohns, Gertfred","Adult",NA,"weiblich",2010-07-09,2010,7,9,11.5,68,NA
"17824","VE28808","Beringung","Teichrohrsänger","Rietzer See","09.07.2010 20:00:00","Sohns, Gertfred","Adult",NA,"männlich",2010-07-09,2010,7,9,12,66,NA
"17825","VE28810","Beringung","Teichrohrsänger","Rietzer See","09.07.2010 20:00:00","Sohns, Gertfred","Adult",NA,"männlich",2010-07-09,2010,7,9,13,68,NA
"17826","VE28811","Beringung","Teichrohrsänger","Rietzer See","09.07.2010 20:00:00","Sohns, Gertfred","Adult",NA,"männlich",2010-07-09,2010,7,9,14,68,NA
"17827","VE28821","Beringung","Teichrohrsänger","Rietzer See","10.07.2010 07:00:00","Sohns, Gertfred","Adult",NA,"männlich",2010-07-10,2010,7,10,12.5,69,NA
"17828","ZA5481","Beringung","Teichrohrsänger","Rietzer See","02.07.2013 08:00:00","Sohns, Gertfred","Adult","FETT:1","weiblich",2013-07-02,2013,7,2,11,67,NA
"17829","VE28854","Beringung","Teichrohrsänger","Rietzer See","12.07.2011 11:00:00","Sohns, Gertfred","Adult",NA,"männlich",2011-07-12,2011,7,12,10.6,65,NA
"17830","VG91477","Beringung","Schilfrohrsänger","Rietzer See","13.07.2018 20:00:00","Sohns, Gertfred","Adult","FETT:0;","weiblich",2018-07-13,2018,7,13,11.5,65,NA
"17831","VC40712","Beringung","Teichrohrsänger","Rietzer See","26.06.2002 14:00:00","Sohns, Gertfred","Adult","F:68;FETT:2","weiblich",2002-06-26,2002,6,26,14,68,NA
"17832","VA88477","Beringung","Teichrohrsänger","Rietzer See","03.08.2000 12:00:00","Sohns, Gertfred","Adult","F:68;FETT:2","unbekannt",2000-08-03,2000,8,3,11,68,NA
"17833","VC40706","Beringung","Teichrohrsänger","Rietzer See","25.06.2002 11:00:00","Sohns, Gertfred","Adult","F:68;FETT:1","männlich",2002-06-25,2002,6,25,12.5,68,NA
"17834","VE28985","Beringung","Teichrohrsänger","Rietzer See","13.07.2013 10:00:00","Sohns, Gertfred","Adult","FETT:3","männlich",2013-07-13,2013,7,13,10.5,68,NA
"17835","VE28988","Beringung","Teichrohrsänger","Rietzer See","13.07.2013 10:00:00","Sohns, Gertfred","Adult","FETT:0","weiblich",2013-07-13,2013,7,13,11,66,NA
"17836","VC40711","Beringung","Teichrohrsänger","Rietzer See","26.06.2002 14:00:00","Sohns, Gertfred","Adult","F:68;FETT:1","männlich",2002-06-26,2002,6,26,11,68,NA
"17837","VC40732","Beringung","Teichrohrsänger","Rietzer See","28.06.2002 15:00:00","Sohns, Gertfred","Adult","F:68;FETT:1","männlich",2002-06-28,2002,6,28,12.5,68,NA
"17838","VG55463","Beringung","Teichrohrsänger","Rietzer See","28.06.2016 09:00:00","Sohns, Gertfred","Adult","FETT:0","weiblich",2016-06-28,2016,6,28,11.5,68,NA
"17839","VG49175","Beringung","Teichrohrsänger","Rietzer See","21.07.2015 10:00:00","Sohns, Gertfred","Adult","FETT:1","weiblich",2015-07-21,2015,7,21,12,66,NA
"17840","PA95244","Beringung","Rohrammer","Rietzer See","21.07.2000 20:00:00","Sohns, Gertfred","Adult","F:68;FETT:1","weiblich",2000-07-21,2000,7,21,18.5,68,NA
"17841","VE28971","Beringung","Teichrohrsänger","Rietzer See","02.07.2013 10:00:00","Sohns, Gertfred","Adult","FETT:0","weiblich",2013-07-02,2013,7,2,13,67.5,11.6
"17842","VC40701","Beringung","Teichrohrsänger","Rietzer See","26.04.2002 18:00:00","Sohns, Gertfred","Adult","F:68;FETT:3","männlich",2002-04-26,2002,4,26,14,68,NA
"17843","VG55477","Beringung","Teichrohrsänger","Rietzer See","08.07.2016 09:00:00","Sohns, Gertfred","Adult","FETT:1","männlich",2016-07-08,2016,7,8,12.5,70,NA
"17844","VC40720","Beringung","Teichrohrsänger","Rietzer See","26.06.2002 20:00:00","Sohns, Gertfred","Adult","F:68;FETT:1","männlich",2002-06-26,2002,6,26,12,68,5
"17845","XH1756","Beringung","Schilfrohrsänger","Rietzer See","26.04.2019 17:00:00","Sohns, Gertfred","Adult","LI. S1-5 WACHSEND;","männlich",2019-04-26,2019,4,26,12,67,NA
"17846","VG55489","Beringung","Teichrohrsänger","Rietzer See","16.07.2016 08:00:00","Sohns, Gertfred","Adult","FETT:0","weiblich",2016-07-16,2016,7,16,11,67,NA
"17847","VC40713","Beringung","Teichrohrsänger","Rietzer See","26.06.2002 16:00:00","Sohns, Gertfred","Adult","F:68;FETT:0","männlich",2002-06-26,2002,6,26,12,68,5.1
"17848","VA88459","Beringung","Teichrohrsänger","Rietzer See","03.08.2000 09:00:00","Sohns, Gertfred","Adult","F:68;FETT:0","männlich",2000-08-03,2000,8,3,12.5,68,NA
"17849","VC40714","Beringung","Rohrschwirl","Rietzer See","26.06.2002 19:00:00","Sohns, Gertfred","Adult","F:69;FETT:1","weiblich",2002-06-26,2002,6,26,16,69,NA
"17850","PC11040","Beringung","Kohlmeise","Rietzer See","28.07.2012 10:00:00","Sohns, Gertfred","Adult","FETT:3","weiblich",2012-07-28,2012,7,28,17,69,NA
"17851","VC40735","Beringung","Teichrohrsänger","Rietzer See","28.06.2002 15:00:00","Sohns, Gertfred","Adult","F:69;FETT:0","weiblich",2002-06-28,2002,6,28,11.5,69,NA
"17852","ZA5482","Beringung","Teichrohrsänger","Rietzer See","05.07.2013 08:00:00","Sohns, Gertfred","Adult","FETT:0","männlich",2013-07-05,2013,7,5,12.5,68,52
"17853","VH4344","Beringung","Teichrohrsänger","Rietzer See","27.04.2019 08:00:00","Sohns, Gertfred","Adult",NA,NA,2019-04-27,2019,4,27,12,69,NA
"17854","VB82809","Beringung","Sumpfrohrsänger","Rietzer See","15.07.2000 11:00:00","Sohns, Gertfred","Adult","F:69;FETT:1","weiblich",2000-07-15,2000,7,15,12,69,NA
"17855","ZA5466","Beringung","Fitis","Rietzer See","23.04.2010 20:00:00","Sohns, Gertfred","Adult",NA,"unbekannt",2010-04-23,2010,4,23,11.5,69,NA
"17856","VB82794","Beringung","Rohrschwirl","Rietzer See","14.07.2000 18:00:00","Sohns, Gertfred","Adult","F:70;FETT:0;LEEGEBAUCH","weiblich",2000-07-14,2000,7,14,16,70,NA
"17857","PA95242","Beringung","Rohrammer","Rietzer See","14.07.2000 21:00:00","Sohns, Gertfred","Adult","F:70;FETT:0","weiblich",2000-07-14,2000,7,14,17,70,NA
"17858","VC40704","Beringung","Rohrschwirl","Rietzer See","25.06.2002 10:00:00","Sohns, Gertfred","Adult","F:71;FETT:2","weiblich",2002-06-25,2002,6,25,16,71,NA
"17859","VC40751","Beringung","Rohrschwirl","Rietzer See","17.07.2004 08:00:00","Sohns, Gertfred","Adult","F:71","männlich",2004-07-17,2004,7,17,16,71,NA
"17860","PA95664","Beringung","Rohrammer","Rietzer See","16.07.2004 20:00:00","Sohns, Gertfred","Adult","F:71;FETT:2","weiblich",2004-07-16,2004,7,16,18.5,71,NA
"17861","VC40716","Beringung","Rohrschwirl","Rietzer See","26.06.2002 19:00:00","Sohns, Gertfred","Adult","F:71;FETT:1","weiblich",2002-06-26,2002,6,26,18,71,5
"17862","PA95637","Beringung","Rohrschwirl","Rietzer See","26.06.2003 15:00:00","Sohns, Gertfred","Adult","F:71;FETT:1","männlich",2003-06-26,2003,6,26,16.5,71,NA
"17863","VC40739","Beringung","Sumpfrohrsänger","Rietzer See","01.07.2003 08:00:00","Sohns, Gertfred","Adult","F:72;FETT:2","männlich",2003-07-01,2003,7,1,13,72,NA
"17864","VC40707","Beringung","Rohrschwirl","Rietzer See","25.06.2002 11:00:00","Sohns, Gertfred","Adult","F:72;FETT:2","weiblich",2002-06-25,2002,6,25,15.5,72,NA
"17865","PA95634","Beringung","Rohrschwirl","Rietzer See","26.06.2003 14:00:00","Sohns, Gertfred","Adult","F:72;FETT:0","männlich",2003-06-26,2003,6,26,16.5,72,NA
"17866","VC40709","Beringung","Teichrohrsänger","Rietzer See","25.06.2002 11:00:00","Sohns, Gertfred","Adult","F:72;FETT:1","männlich",2002-06-25,2002,6,25,13.5,72,NA
"17867","VB82795","Beringung","Sumpfrohrsänger","Rietzer See","14.07.2000 18:00:00","Sohns, Gertfred","Adult","F:72;FETT:1","weiblich",2000-07-14,2000,7,14,12,72,NA
"17868","VG55466","Beringung","Weißsterniges Blaukehlchen","Rietzer See","28.06.2016 10:00:00","Sohns, Gertfred","Adult","FETT:0","weiblich",2016-06-28,2016,6,28,16,70,NA
"17869","VG55473","Beringung","Weißsterniges Blaukehlchen","Rietzer See","30.06.2016 09:00:00","Sohns, Gertfred","Adult","FETT:2","männlich",2016-06-30,2016,6,30,18,74,56
"17870","XH1754","Beringung","Rotkehlchen","Rietzer See","22.09.2017 18:00:00","Sohns, Gertfred","Adult",NA,"männlich",2017-09-22,2017,9,22,17,72,NA
"17871","VH4343","Beringung","Rohrammer","Rietzer See","27.04.2019 07:00:00","Sohns, Gertfred","Adult",NA,"weiblich",2019-04-27,2019,4,27,17.6,71,NA
"17872","VB82810","Beringung","Sumpfrohrsänger","Rietzer See","15.07.2000 11:00:00","Sohns, Gertfred","Adult","F:72;FETT:1","männlich",2000-07-15,2000,7,15,12.5,72,NA
"17873","PA95452","Beringung","Rohrschwirl","Rietzer See","26.04.2002 20:00:00","Sohns, Gertfred","Adult","F:73","weiblich",2002-04-26,2002,4,26,19.5,73,NA
"17874","VG91414","Beringung","Rohrammer","Rietzer See","28.07.2016 11:00:00","Sohns, Gertfred","Adult","FETT:0","weiblich",2016-07-28,2016,7,28,18,73,NA
"17875","ZA5465","Beringung","Fitis","Rietzer See","23.04.2010 19:00:00","Sohns, Gertfred","Adult","FETT:4","unbekannt",2010-04-23,2010,4,23,12,73,NA
"17876","VB82827","Beringung","Sumpfrohrsänger","Rietzer See","21.07.2000 19:00:00","Sohns, Gertfred","Adult","F:73;FETT:1","unbekannt",2000-07-21,2000,7,21,12.5,73,NA
"17877","VE28945","Beringung","Rohrschwirl","Rietzer See","24.04.2010 07:00:00","Sohns, Gertfred","Adult",NA,"männlich",2010-04-24,2010,4,24,17,72,NA
"17878","PC11077","Beringung","Rohrammer","Rietzer See","02.07.2013 10:00:00","Sohns, Gertfred","Adult",NA,"weiblich",2013-07-02,2013,7,2,16,71,56
"17879","PA95251","Beringung","Rohrammer","Rietzer See","05.08.2000 08:00:00","Sohns, Gertfred","Adult","F:73;FETT:3","weiblich",2000-08-05,2000,8,5,18,73,NA
"17880","VH4357","Beringung","Rohrammer","Rietzer See","14.09.2019 10:00:00","Sohns, Gertfred","Adult",NA,"weiblich",2019-09-14,2019,9,14,18,74,NA
"17881","PA95451","Beringung","Rohrammer","Rietzer See","26.04.2002 19:00:00","Sohns, Gertfred","Adult","F:74","weiblich",2002-04-26,2002,4,26,17,74,NA
"17882","VG55465","Beringung","Rohrammer","Rietzer See","28.06.2016 10:00:00","Sohns, Gertfred","Adult","FETT:0;SW WACHSEND","weiblich",2016-06-28,2016,6,28,18,74,NA
"17883","PC11076","Beringung","Rohrammer","Rietzer See","02.07.2013 10:00:00","Sohns, Gertfred","Adult",NA,"weiblich",2013-07-02,2013,7,2,16,74,NA
"17884","PC11018","Beringung","Rohrammer","Rietzer See","23.09.2011 18:00:00","Sohns, Gertfred","Adult",NA,"weiblich",2011-09-23,2011,9,23,18,74,NA
"17885","PA95617","Beringung","Rohrammer","Rietzer See","28.06.2002 16:00:00","Sohns, Gertfred","Adult","F:74;FETT:0","männlich",2002-06-28,2002,6,28,18,74,NA
"17886","PA16326","Beringung","Rohrammer","Rietzer See","17.07.2001 08:00:00","Sohns, Gertfred","Adult","F:74;FETT:0","weiblich",2001-07-17,2001,7,17,18,74,NA
"17887","VG55473","Wiederfund","Weißsterniges Blaukehlchen","Rietzer See","21.04.2018 09:00:00","Sohns, Gertfred","Adult","Fett:0;","männlich",2018-04-21,2018,4,21,18,74,56
"17888","VG55473","Wiederfund","Weißsterniges Blaukehlchen","Rietzer See","01.06.2018 09:00:00","Sohns, Gertfred","Adult","Muskel:2;Fett:0;","männlich",2018-06-01,2018,6,1,18,74,56
"17889","PC11002","Beringung","Rohrammer","Rietzer See","23.04.2010 19:00:00","Sohns, Gertfred","Adult","FETT:3","weiblich",2010-04-23,2010,4,23,18.5,75,NA
"17890","PC11016","Beringung","Rohrammer","Rietzer See","24.04.2010 07:00:00","Sohns, Gertfred","Adult",NA,"weiblich",2010-04-24,2010,4,24,19.5,75,NA
"17891","VG55473","Wiederfund","Weißsterniges Blaukehlchen","Rietzer See","13.07.2018 21:00:00","Sohns, Gertfred","Adult","Fett:3;","männlich",2018-07-13,2018,7,13,18,74,56
"17892","PC11012","Beringung","Rohrammer","Rietzer See","24.04.2010 07:00:00","Sohns, Gertfred","Adult",NA,"weiblich",2010-04-24,2010,4,24,16.5,75,NA
"17893","VG49163","Beringung","Rohrammer","Rietzer See","25.04.2015 08:00:00","Sohns, Gertfred","Adult","FETT:0","männlich",2015-04-25,2015,4,25,18.2,75,61
"17894","VG55492","Beringung","Rohrammer","Rietzer See","28.07.2016 07:00:00","Sohns, Gertfred","Adult",NA,"weiblich",2016-07-28,2016,7,28,16.5,75,NA
"17895","PA95656","Beringung","Rohrammer","Rietzer See","01.07.2003 09:00:00","Sohns, Gertfred","Adult","F:75;FETT:0","weiblich",2003-07-01,2003,7,1,17.5,75,NA
"17896","PA95465","Beringung","Rohrammer","Rietzer See","26.06.2002 20:00:00","Sohns, Gertfred","Adult","F:75;FETT:0","weiblich",2002-06-26,2002,6,26,17,75,NA
"17897","PA95449","Beringung","Rohrammer","Rietzer See","26.04.2002 19:00:00","Sohns, Gertfred","Adult","F:75","weiblich",2002-04-26,2002,4,26,17,75,NA
"17898","VH4342","Beringung","Weißsterniges Blaukehlchen","Rietzer See","26.04.2019 18:00:00","Sohns, Gertfred","Adult","FETT:3;","männlich",2019-04-26,2019,4,26,16.1,75,NA
"17899","PA95241","Beringung","Rohrammer","Rietzer See","14.07.2000 21:00:00","Sohns, Gertfred","Adult","F:75;FETT:5","weiblich",2000-07-14,2000,7,14,19,75,NA
"17900","VG55491","Beringung","Rohrammer","Rietzer See","28.07.2016 07:00:00","Sohns, Gertfred","Adult",NA,"weiblich",2016-07-28,2016,7,28,15.5,75,NA
"17901","PC11006","Beringung","Rohrammer","Rietzer See","23.04.2010 20:00:00","Sohns, Gertfred","Adult",NA,"weiblich",2010-04-23,2010,4,23,19,75,NA
"17902","PA95447","Beringung","Rohrammer","Rietzer See","26.04.2002 19:00:00","Sohns, Gertfred","Adult","F:76;FETT:2","weiblich",2002-04-26,2002,4,26,17,76,NA
"17903","VG91442","Beringung","Mönchsgrasmücke","Rietzer See","23.09.2017 10:00:00","Sohns, Gertfred","Adult","FETT:1;","männlich",2017-09-23,2017,9,23,18,76,NA
"17904","PA95240","Beringung","Rohrammer","Rietzer See","14.07.2000 21:00:00","Sohns, Gertfred","Adult","F:76;FETT:3","weiblich",2000-07-14,2000,7,14,22,76,NA
"17905","PA95287","Beringung","Rohrammer","Rietzer See","23.04.2004 18:00:00","Sohns, Gertfred","Adult","F:76;FETT:1","weiblich",2004-04-23,2004,4,23,16.5,76,NA
"17906","VG55473","Wiederfund","Weißsterniges Blaukehlchen","Rietzer See","18.04.2020 05:00:00","Sohns, Gertfred","Adult","Muskel:3;Fett:0;","männlich",2020-04-18,2020,4,18,18,74,56
"17907","PA95237","Beringung","Rohrammer","Rietzer See","14.07.2000 20:00:00","Sohns, Gertfred","Adult","F:76;FETT:1","weiblich",2000-07-14,2000,7,14,19,76,NA
"17908","PA95450","Beringung","Rohrammer","Rietzer See","26.04.2002 19:00:00","Sohns, Gertfred","Adult","F:77","weiblich",2002-04-26,2002,4,26,18.5,77,NA
"17909","PA16327","Beringung","Rohrammer","Rietzer See","17.07.2001 08:00:00","Sohns, Gertfred","Adult","F:77;FETT:0","weiblich",2001-07-17,2001,7,17,18.5,77,NA
"17910","PA95679","Beringung","Rohrammer","Rietzer See","14.09.2004 10:00:00","Sohns, Gertfred","Adult","F:77;FETT:0","männlich",2004-09-14,2004,9,14,20.5,77,NA
"17911","PC11046","Beringung","Rohrammer","Rietzer See","29.09.2012 08:00:00","Sohns, Gertfred","Adult",NA,"weiblich",2012-09-29,2012,9,29,17,77,NA
"17912","VE28937","Beringung","Gelbspötter","Rietzer See","11.07.2009 07:00:00","Sohns, Gertfred","Adult","FETT:0","weiblich",2009-07-11,2009,7,11,14,77,NA
"17913","PC11013","Beringung","Rohrammer","Rietzer See","24.04.2010 07:00:00","Sohns, Gertfred","Adult",NA,"weiblich",2010-04-24,2010,4,24,17,77,NA
"17914","PC11017","Beringung","Rohrammer","Rietzer See","24.04.2010 11:00:00","Sohns, Gertfred","Adult",NA,"weiblich",2010-04-24,2010,4,24,19,77,NA
"17915","PC11014","Beringung","Rohrammer","Rietzer See","24.04.2010 07:00:00","Sohns, Gertfred","Adult",NA,"weiblich",2010-04-24,2010,4,24,16,77,NA
"17916","PC11015","Beringung","Rohrammer","Rietzer See","24.04.2010 07:00:00","Sohns, Gertfred","Adult",NA,"weiblich",2010-04-24,2010,4,24,17,77,NA
"17917","VG91445","Beringung","Rohrammer","Rietzer See","23.09.2017 10:00:00","Sohns, Gertfred","Adult","FETT:4;","weiblich",2017-09-23,2017,9,23,NA,77,NA
"17918","PA50800","Beringung","Rohrammer","Rietzer See","23.04.2010 18:00:00","Sohns, Gertfred","Adult",NA,"weiblich",2010-04-23,2010,4,23,17.5,77,NA
"17919","PA16344","Beringung","Rohrammer","Rietzer See","26.06.2002 10:00:00","Sohns, Gertfred","Adult","F:77;FETT:1","männlich",2002-06-26,2002,6,26,20.5,77,NA
"17920","PA95292","Beringung","Rohrammer","Rietzer See","29.04.2005 20:00:00","Sohns, Gertfred","Adult","F:78","männlich",2005-04-29,2005,4,29,20,78,62
"17921","PC11003","Beringung","Rohrammer","Rietzer See","23.04.2010 19:00:00","Sohns, Gertfred","Adult",NA,"weiblich",2010-04-23,2010,4,23,17,78,NA
"17922","PA95448","Beringung","Rohrammer","Rietzer See","26.04.2002 19:00:00","Sohns, Gertfred","Adult","F:78;FETT:4","weiblich",2002-04-26,2002,4,26,19.5,78,NA
"17923","VG49163","Wiederfund","Rohrammer","Rietzer See","16.05.2018 21:00:00","Sohns, Gertfred","Adult","Muskel:2;Fett:1;","männlich",2018-05-16,2018,5,16,18.2,75,61
"17924","VG55462","Beringung","Rohrammer","Rietzer See","28.06.2016 08:00:00","Sohns, Gertfred","Adult","FETT:0","männlich",2016-06-28,2016,6,28,19.5,78,NA
"17925","VE28970","Beringung","Gelbspötter","Rietzer See","02.07.2013 10:00:00","Sohns, Gertfred","Adult","FETT:0","männlich",2013-07-02,2013,7,2,12.5,78,NA
"17926","PC11004","Beringung","Rohrammer","Rietzer See","23.04.2010 19:00:00","Sohns, Gertfred","Adult","FETT:4","männlich",2010-04-23,2010,4,23,22.5,79,NA
"17927","PC11009","Beringung","Rohrammer","Rietzer See","23.04.2010 20:00:00","Sohns, Gertfred","Adult",NA,"männlich",2010-04-23,2010,4,23,21.5,78,60
"17928","PA95291","Beringung","Rohrammer","Rietzer See","29.04.2005 20:00:00","Sohns, Gertfred","Adult","F:79","männlich",2005-04-29,2005,4,29,20.4,79,63
"17929","VE28947","Beringung","Stieglitz","Rietzer See","24.04.2010 07:00:00","Sohns, Gertfred","Adult",NA,"weiblich",2010-04-24,2010,4,24,16.5,80,NA
"17930","PA95453","Beringung","Rohrammer","Rietzer See","25.06.2002 10:00:00","Sohns, Gertfred","Adult","F:80;FETT:0","männlich",2002-06-25,2002,6,25,21.5,80,NA
"17931","PA50737","Beringung","Rohrammer","Rietzer See","12.07.2008 07:00:00","Sohns, Gertfred","Adult",NA,"männlich",2008-07-12,2008,7,12,20,80,NA
"17932","VG49163","Wiederfund","Rohrammer","Rietzer See","11.06.2017 04:00:00","Sohns, Gertfred","Adult","Muskel:2;Fett:0;","männlich",2017-06-11,2017,6,11,18.2,75,61
"17933","PA95239","Beringung","Rohrammer","Rietzer See","14.07.2000 21:00:00","Sohns, Gertfred","Adult","F:80;FETT:4","männlich",2000-07-14,2000,7,14,24,80,NA
"17934","PA95246","Beringung","Rohrammer","Rietzer See","03.08.2000 11:00:00","Sohns, Gertfred","Adult","F:80;FETT:0","männlich",2000-08-03,2000,8,3,20,80,NA
